,cat_id,counts
281,1000001743,16851
282,1000001746,1181
283,1000001748,995
284,1000001750,3503
285,1000001752,13440
286,1000001756,7505
287,1000001759,4942
288,1000001761,2479
289,1000001763,14146
290,1000001765,1893
291,1000001767,82
292,1000001769,6761
293,1000001771,780
294,1000001773,93
295,1000001775,2775
296,1000001778,719
297,1000001780,1359
298,1000001784,18695
299,1000001786,6774
300,1000001788,2382
301,1000001829,3600
302,1000001831,56337
303,1000001838,4024
304,1000001840,2108
305,1000001842,3340
306,1000001844,9063
307,1000001849,2818
308,1000001851,50989
309,1000001853,17098
310,1000001855,6620
311,1000001857,6861
312,1000001859,33746
313,1000001861,4832
314,1000001863,27488
315,1000001878,145
316,1000001880,1466
317,1000001882,2095
318,1000001884,484
319,1000001886,256
320,1000001888,5533
321,1000001890,100
322,1000001892,520
323,1000001894,832
324,1000001896,1573
325,1000001898,1872
326,1000001903,1969
327,1000001908,1096
328,1000001910,428
329,1000001912,419
330,1000001914,2056
331,1000001921,4177
332,1000001925,3851
333,1000001927,1110
334,1000001930,1537
335,1000001932,328
336,1000001934,322
337,1000001936,1274
338,1000001939,6007
339,1000001941,4104
340,1000001943,3313
341,1000001945,5459
342,1000001947,1429
343,1000001949,238
344,1000001951,1345
345,1000001954,644
346,1000001956,1600
347,1000001958,197
348,1000001960,4542
349,1000001962,5820
350,1000001964,555
351,1000001966,1878
352,1000001968,4007
353,1000001972,7697
354,1000001974,3839
355,1000001979,595
356,1000001981,877
357,1000001991,78
358,1000001993,106
359,1000001995,1914
360,1000001998,289
361,1000002000,79
362,1000002002,7238
363,1000002004,3152
364,1000002006,1636
365,1000002008,505
366,1000002010,48
367,1000002012,43
368,1000002014,197
369,1000002016,1855
370,1000002018,413
371,1000002021,466
372,1000002023,458
373,1000002025,456
374,1000002027,528
375,1000002029,165
376,1000002031,592
377,1000002033,2639
378,1000002035,62
379,1000002037,72
380,1000002039,128
381,1000002041,213
382,1000002043,245
383,1000002045,177
384,1000002047,215
385,1000002049,214
386,1000002051,841
387,1000002053,539
388,1000002055,139
389,1000002057,26
390,1000002059,1262
391,1000002061,904
392,1000002063,1823
393,1000002065,2036
394,1000002103,61
395,1000002105,2866
396,1000002107,205
397,1000002109,159
398,1000002111,517
399,1000002113,715
400,1000002115,156
401,1000002117,256
402,1000002119,654
403,1000002121,178
404,1000002123,3256
405,1000002125,104
406,1000002127,45
407,1000002129,52
408,1000002133,2214
409,1000002135,984
410,1000002144,263
411,1000002146,55
412,1000002153,100
413,1000002155,63
414,1000002159,46
415,1000002164,439
416,1000002166,357
417,1000002170,547
418,1000002172,1192
419,1000002175,30
420,1000002177,1057
421,1000002179,372
422,1000002181,314
423,1000002194,4748
424,1000002198,448
425,1000002200,149
426,1000002202,244
427,1000002204,672
428,1000002206,389
429,1000002208,3007
430,1000002213,196
431,1000002215,1022
432,1000002217,194
433,1000002219,342
434,1000002221,1980
435,1000002223,1579
436,1000002225,1669
437,1000002227,501
438,1000002229,834
439,1000002231,401
440,1000002233,119
441,1000002235,344
442,1000002237,1899
443,1000002239,5738
444,1000002241,166
445,1000002243,235
446,1000002246,1516
447,1000002248,878
448,1000002250,10686
449,1000002252,103
450,1000002254,871
451,1000002258,866
452,1000002262,2143
453,1000002264,2202
454,1000002266,98
455,1000002268,114
456,1000002271,890
457,1000002273,1172
458,1000002275,919
459,1000002277,417
460,1000002279,26
461,1000002281,199
462,1000002285,254
463,1000002287,172
464,1000002289,1355
465,1000002291,49
466,1000002293,1078
467,1000002295,977
468,1000002299,158
469,1000002301,3316
470,1000002304,367
471,1000002308,2909
472,1000002310,728
473,1000002312,700
474,1000002314,1967
475,1000002316,141
476,1000002318,155
477,1000002320,1263
478,1000002322,701
479,1000002324,5853
480,1000002326,1541
481,1000002328,40052
482,1000002330,402
483,1000002332,1411
484,1000002334,6140
485,1000002336,508
486,1000002338,23
487,1000002340,196
488,1000002342,131
489,1000002344,155
490,1000002346,301
491,1000002348,1972
492,1000002350,1507
493,1000002352,63
494,1000002354,244
495,1000002356,202
496,1000002361,26966
497,1000002363,3071
498,1000002365,2217
499,1000002369,137
500,1000002371,2754
501,1000002373,773
502,1000002375,713
503,1000002378,1124
504,1000002380,1312
505,1000002382,48
506,1000002386,1850
507,1000002389,425
508,1000002391,99
509,1000002393,331
510,1000002395,60
511,1000002397,24
512,1000002399,26
513,1000002401,48
514,1000002403,297
515,1000002405,187
516,1000002407,1567
517,1000002409,1439
518,1000002411,527
519,1000002413,356
520,1000002415,55
521,1000002419,697
522,1000002421,391
523,1000002423,316
524,1000002425,561
525,1000002427,824
526,1000002429,261
527,1000002431,1600
528,1000002433,93
529,1000002435,494
530,1000002437,165
531,1000002439,1376
532,1000002441,617
533,1000002443,1239
534,1000002445,601
535,1000002447,230
536,1000002449,1568
537,1000002451,123
538,1000002452,521
539,1000002458,157
540,1000002462,154
541,1000002464,4154
542,1000002466,1032
543,1000002468,75
544,1000002470,40
545,1000002472,21179
546,1000002474,699
547,1000002476,3905
548,1000002478,2215
549,1000002481,285
550,1000002483,759
551,1000002486,2311
552,1000002488,619
553,1000002490,1975
554,1000002492,249
555,1000002496,397
556,1000002498,824
557,1000002500,461
558,1000002512,778
559,1000002516,560
560,1000002520,5730
561,1000002522,253
562,1000002526,3199
563,1000002544,4136
564,1000002546,810
565,1000002548,8337
566,1000002553,6788
567,1000002557,2615
568,1000002561,1441
569,1000002563,9021
570,1000002565,1015
571,1000002574,245
572,1000002576,2428
573,1000002578,1302
574,1000002580,86
575,1000002582,1128
576,1000002584,188
577,1000002586,793
578,1000002588,831
579,1000002591,721
580,1000002593,2711
581,1000002597,10056
582,1000002601,4625
583,1000002604,4980
584,1000002606,14596
585,1000002608,992
586,1000002610,2206
587,1000002612,2001
588,1000002615,177
589,1000002617,427
590,1000002619,2482
591,1000002621,1882
592,1000002623,2181
593,1000002627,222
594,1000002629,1222
595,1000002633,353
596,1000002636,1803
597,1000002638,25305
598,1000002640,355
599,1000002642,6949
600,1000002644,19701
601,1000002646,8620
602,1000002648,41935
603,1000002650,12019
604,1000002652,679
605,1000002655,1283
606,1000002664,765
607,1000002666,171
608,1000002688,2029
609,1000002690,2409
610,1000002695,7499
611,1000002699,448
612,1000002703,1752
613,1000002711,72
614,1000002713,60
615,1000002718,103
616,1000002723,2282
617,1000002727,80
618,1000002729,433
619,1000002735,2036
620,1000002737,309
621,1000002739,120
622,1000002741,1416
623,1000002747,385
624,1000002749,280
625,1000002755,1071
626,1000002758,3261
627,1000002774,1090
628,1000002776,158
629,1000002781,9457
630,1000002783,3426
631,1000002786,4159
632,1000002788,5523
633,1000002790,1167
634,1000002792,1285
635,1000002794,1169
636,1000002796,1190
637,1000002800,1265
638,1000002802,145
639,1000002804,1757
640,1000002805,1573
641,1000002808,370
642,1000002810,1607
643,1000002814,380
644,1000002818,2032
645,1000002822,11321
646,1000002824,1638
647,1000002826,476
648,1000002827,2127
649,1000002830,774
650,1000002832,695
651,1000002838,19
652,1000002840,124
653,1000002842,1409
654,1000002844,1161
655,1000002850,849
656,1000002852,1008
657,1000002856,11731
658,1000002858,2452
659,1000002860,105
660,1000002862,83
661,1000002864,313
662,1000002866,3592
663,1000002872,10206
664,1000002874,1480
665,1000002876,2477
666,1000002878,1303
667,1000002880,672
668,1000002882,1336
669,1000002884,169
670,1000002886,1127
671,1000002888,1263
672,1000002890,1903
673,1000002892,132
674,1000002894,1394
675,1000002896,254
676,1000002898,435
677,1000002900,3091
678,1000002902,1806
679,1000002904,1942
680,1000002962,1495
681,1000002964,2935
682,1000002968,2556
683,1000002971,2808
684,1000002973,4496
685,1000002975,2431
686,1000002977,627
687,1000002979,2176
688,1000002981,6091
689,1000002983,168
690,1000002985,89
691,1000002987,2088
692,1000002989,1885
693,1000002991,339
694,1000002993,578
695,1000002995,870
696,1000002997,279
697,1000002999,118
698,1000003001,261
699,1000003003,480
700,1000003005,608
701,1000003007,252
702,1000003009,1191
703,1000003011,176
704,1000003013,395
705,1000003015,2697
706,1000003019,62
707,1000003021,370
708,1000003023,206
709,1000003025,459
710,1000003027,1669
711,1000003029,345
712,1000003031,3581
713,1000003033,551
714,1000003035,1049
715,1000003037,1644
716,1000003039,3167
717,1000003155,417
718,1000003170,222
719,1000003191,35624
720,1000003228,11969
721,1000003236,339
722,1000003240,1439
723,1000003242,86
724,1000003246,15552
725,1000003268,916
726,1000003275,1435
727,1000003277,346
728,1000003279,77
729,1000003281,87
730,1000003283,152
731,1000003285,184
732,1000003289,448
733,1000003293,230
734,1000003297,162
735,1000003299,154
736,1000003301,285
737,1000003305,631
738,1000003307,326
739,1000003313,1482
740,1000003315,704
741,1000003317,2039
742,1000003320,464
743,1000003322,147
744,1000003326,1309
745,1000003328,1016
746,1000003330,22
747,1000003332,232
748,1000003334,170
749,1000003336,279
750,1000003345,370
751,1000003347,2676
752,1000003349,1123
753,1000003351,663
754,1000003353,773
755,1000003357,310
756,1000003359,668
757,1000003361,14268
758,1000003363,86
759,1000003373,1458
760,1000003391,189
761,1000003397,632
762,1000003400,8189
763,1000003402,2591
764,1000003404,798
765,1000003407,1762
766,1000003409,289
767,1000003412,453
768,1000003414,180
769,1000003416,300
770,1000003420,289
771,1000003424,95
772,1000003427,1128
773,1000003429,193
774,1000003432,125
775,1000003434,78
776,1000003437,1048
777,1000003439,532
778,1000003441,61
779,1000003443,167
780,1000003447,480
781,1000003452,201
782,1000003454,67
783,1000003456,593
784,1000003460,84
785,1000003462,784
786,1000003464,538
787,1000003466,840
788,1000003468,3456
789,1000003480,1822
790,1000003484,474
791,1000003489,426
792,1000003491,224
793,1000003498,193
794,1000003500,385
795,1000003517,116
796,1000003519,42
797,1000003524,48
798,1000003528,69
799,1000003530,374
800,1000003534,1771
801,1000003538,53
802,1000003540,1208
803,1000003544,128
804,1000003548,767
805,1000003550,217
806,1000003566,619
807,1000003568,2011
808,1000003570,107
809,1000003572,384
810,1000003578,323
811,1000003580,184
812,1000003582,31
813,1000003584,390
814,1000003587,400
815,1000003589,28
816,1000003591,809
817,1000003593,16562
818,1000003596,270
819,1000003600,819
820,1000003602,295
821,1000003604,162
822,1000003606,211
823,1000003608,102
824,1000003610,245
825,1000003612,132
826,1000003616,522
827,1000003618,220
828,1000003620,2593
829,1000003623,469
830,1000003625,122
831,1000003627,270
832,1000003629,354
833,1000003631,312
834,1000003633,246
835,1000003635,202
836,1000003637,271
837,1000003639,161
838,1000003641,1435
839,1000003643,522
840,1000003645,1113
841,1000003647,93
842,1000003649,509
843,1000003651,20
844,1000003653,549
845,1000003655,372
846,1000003657,74
847,1000003659,21828
848,1000003662,2251
849,1000003664,512
850,1000003666,56
851,1000003668,319
852,1000003670,1437
853,1000003672,1569
854,1000003676,1288
855,1000003678,554
856,1000003680,611
857,1000003682,191
858,1000003684,4209
859,1000003687,592
860,1000003689,1740
861,1000003691,48
862,1000003693,125
863,1000003695,110
864,1000003697,727
865,1000003699,421
866,1000003701,1653
867,1000003703,50
868,1000003705,2064
869,1000003707,73
870,1000003709,868
871,1000003711,70
872,1000003713,16360
873,1000003716,1095
874,1000003718,295
875,1000003720,1293
876,1000003724,817
877,1000003726,72
878,1000003728,2452
879,1000003731,2173
880,1000003735,63
881,1000003737,44
882,1000003743,138
883,1000003745,366
884,1000003747,1294
885,1000003751,260
886,1000003757,137
887,1000003763,3165
888,1000003765,162
889,1000003775,4721
890,1000003778,4714
891,1000003780,1270
892,1000003782,632
893,1000003784,478
894,1000003787,80047
895,1000003789,1021
896,1000003791,151
897,1000003793,410
898,1000003796,80103
899,1000003798,1191
900,1000003800,1589
901,1000003802,715
902,1000003804,487
903,1000003806,450
904,1000003808,337
905,1000003810,92
906,1000003813,25356
907,1000003815,226
908,1000003817,883
909,1000003823,581
910,1000003825,2669
911,1000003827,232
912,1000003829,1403
913,1000003831,1391
914,1000003833,1994
915,1000003835,67
916,1000003837,68
917,1000003839,292
918,1000003841,3845
919,1000003843,247
920,1000003849,65
921,1000003851,180
922,1000003853,528
923,1000003855,111
924,1000003857,188
925,1000003859,135
926,1000003861,151
927,1000003863,53
928,1000003867,50
929,1000003873,83
930,1000003875,329
931,1000003877,75
932,1000003881,144
933,1000003885,59
934,1000003899,242
935,1000003917,407
936,1000003919,412
937,1000003921,236
938,1000003934,3210
939,1000003938,4266
940,1000003940,2355
941,1000003943,739
942,1000003945,11377
943,1000003947,2331
944,1000003949,1370
945,1000003950,3934
946,1000003952,5466
947,1000003955,3546
948,1000003956,12096
949,1000003957,2501
950,1000003960,883
951,1000003963,6348
952,1000003964,5144
953,1000003967,325
954,1000003968,580
955,1000003971,82
956,1000003973,285
957,1000003974,5685
958,1000003977,27834
959,1000003979,844
960,1000003980,115
961,1000003983,79894
962,1000003985,778
963,1000003986,5190
964,1000003988,666
965,1000003989,360
966,1000003992,3245
967,1000003997,691
968,1000003999,676
969,1000004000,58
970,1000004002,2011
971,1000004004,500
972,1000004006,197
973,1000004009,604
974,1000004012,626
975,1000004014,9525
976,1000004016,16890
977,1000004019,19793
978,1000004021,1129
979,1000004022,1855
980,1000004024,1568
981,1000004027,3792
982,1000004030,1184
983,1000004032,1994
984,1000004035,3720
985,1000004041,751
986,1000004044,756
987,1000004047,1416
988,1000004050,1638
989,1000004052,248
990,1000004055,1902
991,1000004056,30126
992,1000004060,525
993,1000004061,1082
994,1000004065,3221
995,1000004067,10971
996,1000004070,1521
997,1000004074,3065
998,1000004079,79954
999,1000004081,1774
1000,1000004085,80063
1001,1000004088,1476
1002,1000004090,3040
1003,1000004092,212
1004,1000004095,3958
1005,1000004097,163
1006,1000004105,352
1007,1000004108,1781
1008,1000004111,936
1009,1000004115,526
1010,1000004135,128
1011,1000004137,495
1012,1000004141,79989
1013,1000004142,3182
1014,1000004145,1105
1015,1000004147,12816
1016,1000004148,1198
1017,1000004151,99
1018,1000004153,23470
1019,1000004154,653
1020,1000004157,3724
1021,1000004159,106
1022,1000004161,521
1023,1000004163,1480
1024,1000004164,545
1025,1000004167,401
1026,1000004169,7817
1027,1000004171,233
1028,1000004173,19
1029,1000004174,621
1030,1000004176,829
1031,1000004177,255
1032,1000004181,79983
1033,1000004184,80027
1034,1000004187,1072
1035,1000004192,237
1036,1000004210,2287
1037,1000004212,45
1038,1000004217,86
1039,1000004219,319
1040,1000004221,210
1041,1000004223,226
1042,1000004225,532
1043,1000004228,184
1044,1000004230,221
1045,1000004232,42
1046,1000004234,45
1047,1000004236,96
1048,1000004238,112
1049,1000004240,148
1050,1000004248,41
1051,1000004251,386
1052,1000004253,121
1053,1000004255,114
1054,1000004257,358
1055,1000004259,119
1056,1000004261,2035
1057,1000004263,47
1058,1000004266,98
1059,1000004268,255
1060,1000004270,310
1061,1000004273,1612
1062,1000004275,3513
1063,1000004277,332
1064,1000004279,46
1065,1000004281,2489
1066,1000004296,2740
1067,1000004298,2014
1068,1000004301,2201
1069,1000004303,6491
1070,1000004305,5773
1071,1000004307,8745
1072,1000004309,581
1073,1000004311,2813
1074,1000004313,16946
1075,1000004316,805
1076,1000004318,2364
1077,1000004320,3753
1078,1000004325,409
1079,1000004327,175
1080,1000004329,281
1081,1000004331,940
1082,1000004335,128
1083,1000004337,181
1084,1000004339,335
1085,1000004341,646
1086,1000004343,256
1087,1000004345,696
1088,1000004349,1489
1089,1000004351,328
1090,1000004353,141
1091,1000004356,257
1092,1000004359,126
1093,1000004361,115
1094,1000004363,257
1095,1000004367,705
1096,1000004371,2250
1097,1000004373,1044
1098,1000004375,43
1099,1000004377,37
1100,1000004379,237
1101,1000004382,199
1102,1000004384,345
1103,1000004386,37
1104,1000004390,1015
1105,1000004392,737
1106,1000004394,341
1107,1000004396,2625
1108,1000004398,341
1109,1000004400,1310
1110,1000004402,207
1111,1000004406,69
1112,1000004408,337
1113,1000004411,2071
1114,1000004413,573
1115,1000004415,250
1116,1000004417,189
1117,1000004420,631
1118,1000004422,83
1119,1000004424,228
1120,1000004428,22
1121,1000004432,28
1122,1000004434,207
1123,1000004436,887
1124,1000004438,312
1125,1000004440,46
1126,1000004442,177
1127,1000004444,3786
1128,1000004446,49
1129,1000004448,25
1130,1000004450,130
1131,1000004452,567
1132,1000004454,421
1133,1000004456,264
1134,1000004458,39
1135,1000004465,1451
1136,1000004467,753
1137,1000004469,97
1138,1000004471,79
1139,1000004474,584
1140,1000004476,98
1141,1000004478,217
1142,1000004482,811
1143,1000004484,1083
1144,1000004486,152
1145,1000004488,618
1146,1000004490,705
1147,1000004526,1194
1148,1000004530,152
1149,1000004536,856
1150,1000004540,417
1151,1000004580,4040
1152,1000004582,1425
1153,1000004591,3542
1154,1000004646,226
1155,1000004648,248
1156,1000004650,478
1157,1000004655,1548
1158,1000004676,154
1159,1000004682,268
1160,1000004692,803
1161,1000005270,3040
1162,1000005272,600
1163,1000005274,6463
1164,1000005276,1222
1165,1000005278,256
1166,1000005280,195
1167,1000005282,4290
1168,1000005284,402
1169,1000005288,1662
1170,1000005290,1405
1171,1000005292,280
1172,1000005294,176
1173,1000005296,386
1174,1000005300,278
1175,1000005302,58
1176,1000005307,301
1177,1000005313,1003
1178,1000005315,611
1179,1000005317,1525
1180,1000005319,3098
1181,1000005322,1190
1182,1000005324,286
1183,1000005326,22002
1184,1000005328,8334
1185,1000005330,3008
1186,1000005332,225
1187,1000005334,326
1188,1000005336,381
1189,1000005340,174
1190,1000005342,16
1191,1000005344,1754
1192,1000005346,190
1193,1000005348,78
1194,1000005352,81
1195,1000005354,51
1196,1000005362,455
1197,1000005364,27
1198,1000005366,212
1199,1000005370,285
1200,1000005374,40
1201,1000005376,139
1202,1000005387,53
1203,1000005393,32
1204,1000005399,1006
1205,1000005401,680
1206,1000005403,574
1207,1000005407,315
1208,1000005410,108
1209,1000005412,1148
1210,1000005414,8096
1211,1000005422,379
1212,1000005426,820
1213,1000005428,312
1214,1000005430,97
1215,1000005432,17
1216,1000005434,528
1217,1000005436,1846
1218,1000005438,904
1219,1000005440,192
1220,1000005448,1455
1221,1000005450,289
1222,1000005452,61
1223,1000005454,4842
1224,1000005460,39
1225,1000005463,808
1226,1000005465,4301
1227,1000005467,2260
1228,1000005469,417
1229,1000005471,256
1230,1000005473,9129
1231,1000005475,33
1232,1000005477,132
1233,1000005479,1348
1234,1000005481,436
1235,1000005483,3027
1236,1000005485,1880
1237,1000005487,1403
1238,1000005489,274
1239,1000005491,4026
1240,1000005493,3742
1241,1000005495,4406
1242,1000005497,1718
1243,1000005499,351
1244,1000005501,845
1245,1000005503,4781
1246,1000005507,2998
1247,1000005509,79891
1248,1000005511,130
1249,1000005513,459
1250,1000005515,36
1251,1000005517,296
1252,1000005521,4436
1253,1000005523,176
1254,1000005525,972
1255,1000005527,457
1256,1000005531,41849
1257,1000005533,40
1258,1000005535,183
1259,1000005537,220
1260,1000005540,928
1261,1000005542,552
1262,1000005544,82
1263,1000005545,546
1264,1000005547,98
1265,1000005549,42
1266,1000005552,243
1267,1000005556,1131
1268,1000005558,211
1269,1000005560,1718
1270,1000005562,155
1271,1000005564,87
1272,1000005568,130
1273,1000005570,87
1274,1000005576,52
1275,1000005580,161
1276,1000005582,106
1277,1000005584,885
1278,1000005590,351
1279,1000005592,652
1280,1000005594,260
1281,1000005597,104
1282,1000005599,2277
1283,1000005601,89
1284,1000005603,666
1285,1000005605,3882
1286,1000005609,155
1287,1000005611,1404
1288,1000005613,621
1289,1000005615,977
1290,1000005617,213
1291,1000005619,574
1292,1000005621,1032
1293,1000005623,976
1294,1000005625,276
1295,1000005627,125
1296,1000005629,257
1297,1000005631,496
1298,1000005633,2209
1299,1000005635,173
1300,1000005637,166
1301,1000005639,60
1302,1000005643,1949
1303,1000005645,23
1304,1000005647,640
1305,1000005648,70
1306,1000005650,354
1307,1000005652,37
1308,1000005654,368
1309,1000005656,293
1310,1000005658,527
1311,1000005660,1496
1312,1000005662,438
1313,1000005664,47
1314,1000005666,648
1315,1000005668,853
1316,1000005670,131
1317,1000005672,358
1318,1000005676,45
1319,1000005678,207
1320,1000005680,153
1321,1000005682,309
1322,1000005688,157
1323,1000005690,62
1324,1000005692,540
1325,1000005694,166
1326,1000005698,66
1327,1000005700,824
1328,1000005704,604
1329,1000005708,4438
1330,1000005710,39
1331,1000005712,2383
1332,1000005714,9660
1333,1000005716,1087
1334,1000005718,642
1335,1000005722,12147
1336,1000005724,6295
1337,1000005726,112
1338,1000005728,88
1339,1000005730,506
1340,1000005732,19909
1341,1000005734,2544
1342,1000005736,459
1343,1000005738,1296
1344,1000005740,2993
1345,1000005744,3806
1346,1000005746,2118
1347,1000005750,64
1348,1000005752,312
1349,1000005754,844
1350,1000005756,2065
1351,1000005758,492
1352,1000005760,16150
1353,1000005762,4762
1354,1000005764,417
1355,1000005766,1479
1356,1000005768,184
1357,1000005770,2744
1358,1000005774,802
1359,1000005776,3300
1360,1000005778,1047
1361,1000005780,1376
1362,1000005782,6113
1363,1000005784,602
1364,1000005786,303
1365,1000005788,179
1366,1000005790,1266
1367,1000005792,495
1368,1000005794,1043
1369,1000005796,20680
1370,1000005798,255
1371,1000005800,10327
1372,1000005806,554
1373,1000005808,4947
1374,1000005810,343
1375,1000005812,100
1376,1000005814,1291
1377,1000005816,192
1378,1000005818,2016
1379,1000005820,1591
1380,1000005822,1895
1381,1000005824,100
1382,1000005826,848
1383,1000005828,6229
1384,1000005830,2318
1385,1000005832,1730
1386,1000005834,2234
1387,1000005836,952
1388,1000005838,599
1389,1000005842,15842
1390,1000005844,97
1391,1000005846,309
1392,1000005848,6905
1393,1000005850,24369
1394,1000005852,50
1395,1000005854,968
1396,1000005856,1069
1397,1000005858,1848
1398,1000005860,489
1399,1000005862,397
1400,1000005864,1862
1401,1000005866,2418
1402,1000005868,248
1403,1000005870,1558
1404,1000005874,39727
1405,1000005876,3142
1406,1000005878,9887
1407,1000005880,3661
1408,1000005882,16318
1409,1000005888,1832
1410,1000005890,6090
1411,1000005892,2621
1412,1000005894,4003
1413,1000005896,1940
1414,1000005898,2753
1415,1000005900,578
1416,1000005902,8787
1417,1000005904,288
1418,1000005906,125
1419,1000005908,940
1420,1000005910,36894
1421,1000005912,241
1422,1000005914,345
1423,1000005916,9927
1424,1000005918,402
1425,1000005920,35643
1426,1000005924,1515
1427,1000005926,1962
1428,1000005928,3088
1429,1000005930,3391
1430,1000005934,10332
1431,1000005936,3312
1432,1000005938,3317
1433,1000005940,1727
1434,1000005944,3008
1435,1000005946,187
1436,1000005948,381
1437,1000005950,2795
1438,1000005952,368
1439,1000005954,493
1440,1000005956,71511
1441,1000005958,10563
1442,1000005960,51551
1443,1000005962,187
1444,1000005966,3403
